slot_ordinal,source_id,primary_dimension,question_text,expected_response_mode,primary_document_title,primary_document_url,requirements_json,review_decision,reviewer_id,review_rationale
11,dnf_event,multi_requirement,여름맞이 7일간의 여정 이벤트의 하루 기준(초기화 시각)과 보상 우편 보관 기간은 각각 며칠/몇 시야?,full_answer,여름맞이 7일간의 여정,https://df.nexon.com/pg/summersevengift,"[{""requirement_id"":""daily_boundary_at"",""subject"":""여름맞이 7일간의 여정"",""relation"":""daily_boundary_at"",""value_type"":""text"",""required_values"":[""매일 오전 06시 - 다음날 오전 06시""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_d59f3c4278301e5fe7a5a25fa132c9295f4eb699be7a8ef6c0067f7b84b31a87"",""chunk_id"":""chunk_sha256_a878bed8d1d723503024f17b25b2641038fcee16dc669147f711f219f6e0b021"",""start_char"":120,""end_char"":160,""text"":""본 이벤트의 하루 기준은 매일 오전 06시 - 다음날 오전 06시입니다."",""source_id"":""dnf_event"",""title"":""여름맞이 7일간의 여정"",""canonical_url"":""https://df.nexon.com/pg/summersevengift"",""document_status"":""current""}],""expected_status"":""supported""},{""requirement_id"":""mail_retention_days"",""subject"":""여름맞이 7일간의 여정 보상"",""relation"":""mail_retention_days"",""value_type"":""number"",""required_values"":[15],""acceptable_evidence_units"":[{""document_id"":""document_sha256_d59f3c4278301e5fe7a5a25fa132c9295f4eb699be7a8ef6c0067f7b84b31a87"",""chunk_id"":""chunk_sha256_a878bed8d1d723503024f17b25b2641038fcee16dc669147f711f219f6e0b021"",""start_char"":247,""end_char"":321,""text"":""게임 접속 후 [보상받기]를 클릭하면 보상을 받을 수 있으며, 지급된 보상은 우편함에서 확인 가능합니다. (우편 보관 기간: 15일)"",""source_id"":""dnf_event"",""title"":""여름맞이 7일간의 여정"",""canonical_url"":""https://df.nexon.com/pg/summersevengift"",""document_status"":""current""}],""expected_status"":""supported""}]",,,
12,dnf_event,boolean_direction,트리니티 이벤트의 일반모드 플레이도 랭킹 집계에 포함됐어?,full_answer,트리니티,https://df.nexon.com/pg/trinity,"[{""requirement_id"":""normal_mode_counted"",""subject"":""트리니티 일반모드"",""relation"":""ranked"",""value_type"":""boolean"",""required_values"":[false],""acceptable_evidence_units"":[{""document_id"":""document_sha256_d101696874e336a8628e6fe0b03ca9b906d0c03bf71c562d4e0a80058794459d"",""chunk_id"":""chunk_sha256_b6078258f48df06c1ecb28cf78781bbb258bc6c1fee092d82835aa0464b39af6"",""start_char"":123,""end_char"":183,""text"":""- 랭킹은 챌린지모드 3종의 몬스터를 모두 처치 시에만 집계 합니다. (일반모드는 랭킹 집계와 무관합니다.)"",""source_id"":""dnf_event"",""title"":""트리니티"",""canonical_url"":""https://df.nexon.com/pg/trinity"",""document_status"":""current""}],""expected_status"":""supported""}]",,,
13,dnf_faq,boolean_direction,성장 가속 모드 상태의 캐릭터로 결투장을 이용할 수 있어?,full_answer,[게임 이용] 성장 가속 모드 캐릭터로 결투장에 입장하고 싶어요.,https://df.nexon.com/customer/faq?faq_no=4998,"[{""requirement_id"":""duel_arena_available"",""subject"":""성장 가속 모드 캐릭터"",""relation"":""duel_arena_available"",""value_type"":""boolean"",""required_values"":[false],""acceptable_evidence_units"":[{""document_id"":""document_sha256_55db71f74dbf354031a4e88c4aa046db73ffdf47fbb6658b362a6cdbec5e0c5c"",""chunk_id"":""chunk_sha256_3f4f24ea7ed23714c0c4a16147263fa0cb43f9420243a79c2de2d6bde6fdda4f"",""start_char"":37,""end_char"":71,""text"":""아쉽게도 성장 가속 모드 상태에서는 결투장 이용이 어렵습니다."",""source_id"":""dnf_faq"",""title"":""[게임 이용] 성장 가속 모드 캐릭터로 결투장에 입장하고 싶어요."",""canonical_url"":""https://df.nexon.com/customer/faq?faq_no=4998"",""document_status"":""current""}],""expected_status"":""supported""}]",,,
14,dnf_faq,direct_fact,세라 충전한도는 마이페이지에서 어떤 경로로 변경할 수 있어?,full_answer,[결제 한도] 세라 충전한도 초과 메시지가 나와요.,https://df.nexon.com/customer/faq?faq_no=4963,"[{""requirement_id"":""settings_path"",""subject"":""세라 충전한도"",""relation"":""settings_path"",""value_type"":""text"",""required_values"":[""마이페이지 → 세라 관리 → 세라 충전한도 설정 및 확인""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_e741bbc715e6ce9f458105b80e631053452b51a4c3185de505d4391a3c1a6ba8"",""chunk_id"":""chunk_sha256_54ecf7ab5c05b9c023fb513d59895cd144ef22c76f673d289a10100577c2027c"",""start_char"":128,""end_char"":184,""text"":""위 링크 또는 (마이페이지 → 세라 관리 → 세라 충전한도 설정 및 확인)에서 확인하실 수 있습니다."",""source_id"":""dnf_faq"",""title"":""[결제 한도] 세라 충전한도 초과 메시지가 나와요."",""canonical_url"":""https://df.nexon.com/customer/faq?faq_no=4963"",""document_status"":""current""}],""expected_status"":""supported""}]",,,
15,dnf_faq,sibling_relation,네오플OTP 에러 코드 22를 해결할 때 재설치 후 안드로이드와 iOS에서 각각 어떤 시간 설정을 해야 해?,full_answer,"[네오플OTP] OTP 가입 시도 시 ""에러 코드 22""가 나와요.",https://df.nexon.com/customer/faq?faq_no=4922,"[{""requirement_id"":""android_time_setting"",""subject"":""네오플OTP 에러 코드 22 안드로이드"",""relation"":""time_sync_setting"",""value_type"":""text"",""required_values"":[""OTP 실행 → 좌측 상단 버튼 누른 후 시간설정 → 시간 동기화""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_80444aa366c6eed2ef7b4cd1a2560fb256ca9f4045d2c50f29039d5c37681bfd"",""chunk_id"":""chunk_sha256_ec70c32aa82a44d9fae38a06ca23ac33f7677537e857996c51132f9746cc1842"",""start_char"":217,""end_char"":263,""text"":""⑥ (재설치 후) OTP 실행 → 좌측 상단 버튼 누른 후 시간설정 → 시간 동기화"",""source_id"":""dnf_faq"",""title"":""[네오플OTP] OTP 가입 시도 시 \""에러 코드 22\""가 나와요."",""canonical_url"":""https://df.nexon.com/customer/faq?faq_no=4922"",""document_status"":""current""}],""expected_status"":""supported""},{""requirement_id"":""ios_time_setting"",""subject"":""네오플OTP 에러 코드 22 iOS"",""relation"":""time_sync_setting"",""value_type"":""text"",""required_values"":[""설정 → 일반 → 날짜와시간 → 자동으로 설정 체크""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_80444aa366c6eed2ef7b4cd1a2560fb256ca9f4045d2c50f29039d5c37681bfd"",""chunk_id"":""chunk_sha256_ec70c32aa82a44d9fae38a06ca23ac33f7677537e857996c51132f9746cc1842"",""start_char"":375,""end_char"":413,""text"":""⑥ (재설치 후) 설정 → 일반 → 날짜와시간 → 자동으로 설정 체크"",""source_id"":""dnf_faq"",""title"":""[네오플OTP] OTP 가입 시도 시 \""에러 코드 22\""가 나와요."",""canonical_url"":""https://df.nexon.com/customer/faq?faq_no=4922"",""document_status"":""current""}],""expected_status"":""supported""}]",,,
16,dnf_faq,unsupported_or_partial,장착 칭호가 해제되지 않을 때 1:1 문의에 적어야 할 정보와 평균 처리 기간을 알려줘.,partial_answer,[게임 이용] 장착중인 칭호가 해제되지 않아요!,https://df.nexon.com/customer/faq?faq_no=4986,"[{""requirement_id"":""required_inquiry_fields"",""subject"":""장착 칭호 해제 1:1 문의"",""relation"":""required_inquiry_fields"",""value_type"":""entity_list"",""required_values"":[""서버"",""캐릭터명"",""장착중인 칭호""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_c34a68bcfcb60be16de99b820cf89a6f3983c241694beba4b5e72cbc1ac037e7"",""chunk_id"":""chunk_sha256_a8f6f9b72eac50f6cc41586d84b6da03b9781cc7b0b35923c479994e9291bff8"",""start_char"":131,""end_char"":163,""text"":""[기재사항]\n1. 서버/캐릭터명 :\n2. 장착중인 칭호 :"",""source_id"":""dnf_faq"",""title"":""[게임 이용] 장착중인 칭호가 해제되지 않아요!"",""canonical_url"":""https://df.nexon.com/customer/faq?faq_no=4986"",""document_status"":""current""}],""expected_status"":""supported""},{""requirement_id"":""average_processing_time"",""subject"":""장착 칭호 해제 1:1 문의"",""relation"":""average_processing_time"",""value_type"":""text"",""required_values"":[],""acceptable_evidence_units"":[],""expected_status"":""unsupported""}]",,,
17,dnf_game_guide,direct_fact,위업의 기억에서 캐릭터 귀속은 매월 언제 해제돼?,full_answer,[115] 위업의 기억,https://df.nexon.com/guide?no=1490,"[{""requirement_id"":""binding_reset_at"",""subject"":""위업의 기억 캐릭터 귀속"",""relation"":""binding_reset_at"",""value_type"":""text"",""required_values"":[""매월 1일 오전 06시""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_205145926c9099909656af62a5a2d894148c3605936f795af9b150276da623f0"",""chunk_id"":""chunk_sha256_e1f0452ebca1b1cee1d4cf33a56d89d32cfdbc4b3ec8bf707d2440ac1eb7b8cf"",""start_char"":448,""end_char"":543,""text"":""| 월간 초기화 | 매월 1일 오전 06시에 캐릭터 귀속 해제 매 달 모든 캐릭터는 다음 달 1티어로 조정 입장 명성 달성 시 이전 클리어 기록과 상관 없이 입장 가능 |"",""source_id"":""dnf_game_guide"",""title"":""[115] 위업의 기억"",""canonical_url"":""https://df.nexon.com/guide?no=1490"",""document_status"":""current""}],""expected_status"":""supported""}]",,,
18,dnf_game_guide,table_attribute,광휘의 순례 배니부 상점의 유니크 아티팩트 레시피 거래 속성은 뭐야?,full_answer,[던전] 배낭지기 배니부 상점,https://df.nexon.com/guide?no=1482,"[{""requirement_id"":""trade_type"",""subject"":""광휘의 순례 배니부 상점 유니크 아티팩트 레시피"",""relation"":""trade_type"",""value_type"":""enum"",""required_values"":[""계정귀속""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_6b70826ab9c99482b9c4a4b926aa06e003e4293d93f39c3772d1d835e3d72383"",""chunk_id"":""chunk_sha256_3506cfc35117445fc7ce08f38d389518df52fd2fb6bcd115d67e411d40db27ca"",""start_char"":197,""end_char"":282,""text"":""| 유니크 아티팩트 레시피 | 아이템명에 해당하는 유니크 아티팩트를 100% 확률로 제작합니다. 제작된 아이템은 밀봉 상태로 제공됩니다. | 계정귀속 |"",""source_id"":""dnf_game_guide"",""title"":""[던전] 배낭지기 배니부 상점"",""canonical_url"":""https://df.nexon.com/guide?no=1482"",""document_status"":""current""}],""expected_status"":""supported""}]",,,
19,dnf_game_guide,multi_requirement,"금고 재료 사용 기능은 상점에서 어떻게 켜고, 재료는 어느 두 금고에 있어도 사용할 수 있어?",full_answer,금고 재료 사용,https://df.nexon.com/guide?no=1427,"[{""requirement_id"":""activation_method"",""subject"":""금고 재료 사용 기능"",""relation"":""activation_method"",""value_type"":""text"",""required_values"":[""상점 메뉴에서 '구매 시, 금고 재료 사용'을 클릭하여 활성화""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_b75a7695f5281b9b055164e3fad3434df98e9b1650e20afe3b1fd8743b9e65fc"",""chunk_id"":""chunk_sha256_ecb150fd11cbc615b6a876c69775da625eca29d7f89d1e99d8ac7363a00db2c9"",""start_char"":10,""end_char"":49,""text"":""상점 메뉴에서 '구매 시, 금고 재료 사용'을 클릭하여 활성화 합니다."",""source_id"":""dnf_game_guide"",""title"":""금고 재료 사용"",""canonical_url"":""https://df.nexon.com/guide?no=1427"",""document_status"":""current""}],""expected_status"":""supported""},{""requirement_id"":""supported_vaults"",""subject"":""금고 재료 사용 기능"",""relation"":""supported_vaults"",""value_type"":""entity_list"",""required_values"":[""내 금고"",""계정 금고""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_b75a7695f5281b9b055164e3fad3434df98e9b1650e20afe3b1fd8743b9e65fc"",""chunk_id"":""chunk_sha256_ecb150fd11cbc615b6a876c69775da625eca29d7f89d1e99d8ac7363a00db2c9"",""start_char"":50,""end_char"":107,""text"":""내 금고나 계정 금고에 아이템이 보관되어 있는 경우, 구매 시도 시 재료 사용 동의 메뉴가 등장합니다."",""source_id"":""dnf_game_guide"",""title"":""금고 재료 사용"",""canonical_url"":""https://df.nexon.com/guide?no=1427"",""document_status"":""current""}],""expected_status"":""supported""}]",,,
20,dnf_game_guide,sibling_relation,칼레이도 박스와 마스터 칼레이도 박스는 장비 품질을 각각 어떻게 바꿔?,full_answer,아이템 등급,https://df.nexon.com/guide?no=1238,"[{""requirement_id"":""regular_quality_result"",""subject"":""칼레이도 박스"",""relation"":""quality_result"",""value_type"":""text"",""required_values"":[""최하급에서 최상급 사이로 랜덤""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_88867a7a23e9d5b4abbb173290b6e9771c6bdf8535b8edeab0d6b2f7bc36edaa"",""chunk_id"":""chunk_sha256_84cf83f9b9f8a77653d84f8ced6e7e3824202903648d2f1f32a78f17ac98a1bd"",""start_char"":19,""end_char"":74,""text"":""칼레이도 박스를 사용하면 장비 아이템 품질을 최하급에서 최상급 사이로 랜덤하게 설정할 수 있습니다."",""source_id"":""dnf_game_guide"",""title"":""아이템 등급"",""canonical_url"":""https://df.nexon.com/guide?no=1238"",""document_status"":""current""}],""expected_status"":""supported""},{""requirement_id"":""master_quality_result"",""subject"":""마스터 칼레이도 박스"",""relation"":""quality_result"",""value_type"":""percentage"",""required_values"":[100],""acceptable_evidence_units"":[{""document_id"":""document_sha256_88867a7a23e9d5b4abbb173290b6e9771c6bdf8535b8edeab0d6b2f7bc36edaa"",""chunk_id"":""chunk_sha256_3c1761cc6471cb4da87b480e765c1a1dcf309e5c7cf4410eaae9aaf819e1907f"",""start_char"":26,""end_char"":78,""text"":""마스터 칼레이도 박스를 사용할 경우, 확정적으로 아이템 품질을 100%로 변환할 수 있습니다."",""source_id"":""dnf_game_guide"",""title"":""아이템 등급"",""canonical_url"":""https://df.nexon.com/guide?no=1238"",""document_status"":""current""}],""expected_status"":""supported""}]",,,
21,dnf_account_policy,revision_selection,2023년 6월 10일 시행 운영정책에서 휴면ID 전환 기준은 몇 개월 미접속이었어?,full_answer,던전앤파이터 운영정책 (2023-06-10 시행),https://df.nexon.com/customer/policy/home?revision=2023-06-10&type=1,"[{""requirement_id"":""inactive_months"",""subject"":""2023년 6월 10일 시행 운영정책 휴면ID"",""relation"":""inactive_months"",""value_type"":""number"",""required_values"":[12],""acceptable_evidence_units"":[{""document_id"":""document_sha256_a2d3014dcc9484cde7a3a5e8997205b6243289ef8c756678572ead2404b47d4b"",""chunk_id"":""chunk_sha256_dbc307fc7c03fea15e773056aae843fbc01c19e238d052ae41d372d347505fb3"",""start_char"":223,""end_char"":263,""text"":""① 12개월 이상 접속 기록이 없는 경우 휴면ID로 전환하여 관리됩니다."",""source_id"":""dnf_account_policy"",""title"":""던전앤파이터 운영정책 (2023-06-10 시행)"",""canonical_url"":""https://df.nexon.com/customer/policy/home?revision=2023-06-10&type=1"",""document_status"":""superseded""}],""expected_status"":""supported""}]",,,
22,dnf_account_policy,boolean_direction,2022년 8월 4일 시행 운영정책에서는 비정상 재화를 받은 사람이 고의나 인지 여부와 무관하게 재화를 회수할 수 있었어?,full_answer,던전앤파이터 운영정책 (2022-08-04 시행),https://df.nexon.com/customer/policy/home?revision=2022-08-04&type=1,"[{""requirement_id"":""recoverable_regardless_of_awareness"",""subject"":""2022년 8월 4일 시행 운영정책 비정상 재화"",""relation"":""recoverable_regardless_of_awareness"",""value_type"":""boolean"",""required_values"":[true],""acceptable_evidence_units"":[{""document_id"":""document_sha256_ac04e050a4b437ef4c2e2e94f64ded98cceff391e21938f94a396aaae3250599"",""chunk_id"":""chunk_sha256_2d7f0e5a67043423286a292d9c622da7f2807c3d286810ee7f05b726d23b684f"",""start_char"":971,""end_char"":1074,""text"":""[4-4-3] 버그, 시스템 취약점 공격, 비인가 프로그램 사용, 계정도용 등 비정상적으로 생성되거나 이동된 재화(이하 “비정상 재화”)는 고의 여부, 인지 여부와 상관없이 회수됩니다."",""source_id"":""dnf_account_policy"",""title"":""던전앤파이터 운영정책 (2022-08-04 시행)"",""canonical_url"":""https://df.nexon.com/customer/policy/home?revision=2022-08-04&type=1"",""document_status"":""superseded""}],""expected_status"":""supported""}]",,,
23,dnf_account_policy,sibling_relation,2021년 1월 21일 시행 운영정책에서 운영자·직원 사칭과 허위사실 유포의 1차 이용제한은 각각 며칠이었어?,full_answer,던전앤파이터 운영정책 (2021-01-21 시행),https://df.nexon.com/customer/policy/home?revision=2021-01-21&type=1,"[{""requirement_id"":""impersonation_first_penalty"",""subject"":""운영자·직원 사칭"",""relation"":""first_penalty"",""value_type"":""duration"",""required_values"":[{""amount"":100,""unit"":""일""}],""acceptable_evidence_units"":[{""document_id"":""document_sha256_8ceab3e34629567d1a751d89f1dfad6cf5b504e2fc58ed41262437189a1527cd"",""chunk_id"":""chunk_sha256_bf4b3da3a482ff1960490ea8a302fd55f1276ad4cec17f21ebe35424307d8fc6"",""start_char"":755,""end_char"":826,""text"":""| 운영자 / 직원을 사칭하는 행위 | 계정100일 이용제한 | 계정1년 이용제한 | 계정3년 이용제한 | 계정영구 이용제한 |"",""source_id"":""dnf_account_policy"",""title"":""던전앤파이터 운영정책 (2021-01-21 시행)"",""canonical_url"":""https://df.nexon.com/customer/policy/home?revision=2021-01-21&type=1"",""document_status"":""superseded""}],""expected_status"":""supported""},{""requirement_id"":""false_information_first_penalty"",""subject"":""허위사실 유포·제보"",""relation"":""first_penalty"",""value_type"":""duration"",""required_values"":[{""amount"":10,""unit"":""일""}],""acceptable_evidence_units"":[{""document_id"":""document_sha256_8ceab3e34629567d1a751d89f1dfad6cf5b504e2fc58ed41262437189a1527cd"",""chunk_id"":""chunk_sha256_bf4b3da3a482ff1960490ea8a302fd55f1276ad4cec17f21ebe35424307d8fc6"",""start_char"":827,""end_char"":894,""text"":""| 허위사실 유포, 제보 | 계정10일 이용제한 | 계정30일 이용제한 | 계정100일 이용제한 | 계정영구 이용제한 |"",""source_id"":""dnf_account_policy"",""title"":""던전앤파이터 운영정책 (2021-01-21 시행)"",""canonical_url"":""https://df.nexon.com/customer/policy/home?revision=2021-01-21&type=1"",""document_status"":""superseded""}],""expected_status"":""supported""}]",,,
24,dnf_account_policy,unsupported_or_partial,2020년 12월 4일 시행 운영정책에서 길드장 권한이 위임될 수 있는 조건과 처리 기간을 알려줘.,partial_answer,던전앤파이터 운영정책 (2020-12-04 시행),https://df.nexon.com/customer/policy/home?revision=2020-12-04&type=1,"[{""requirement_id"":""delegation_conditions"",""subject"":""길드장 권한 위임"",""relation"":""delegation_conditions"",""value_type"":""entity_list"",""required_values"":[""길드장 계정이 이용제한 상태"",""길드장 계정이 12개월 이상 미접속으로 인한 휴면 상태""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_246eb602b4d2b9ec051e841f29b5b64db9e155ab4742f08936564fad4942651d"",""chunk_id"":""chunk_sha256_b9c48471a3d9e635c17dc2e3a7240be676f21270c3837739df661eee37a67bc7"",""start_char"":1669,""end_char"":1797,""text"":""길드장 임의 교체는 가능하지 않습니다. 단, 아래의 사유에 해당할 경우에는 길드장 권한이 다른 길드원에게 위임될 수 있습니다.\n① 길드장 계정이 이용제한 상태인 경우\n② 길드장 계정이 12개월이상 미접속으로 인한 휴면 상태인 경우"",""source_id"":""dnf_account_policy"",""title"":""던전앤파이터 운영정책 (2020-12-04 시행)"",""canonical_url"":""https://df.nexon.com/customer/policy/home?revision=2020-12-04&type=1"",""document_status"":""superseded""}],""expected_status"":""supported""},{""requirement_id"":""processing_time"",""subject"":""길드장 권한 위임"",""relation"":""processing_time"",""value_type"":""duration"",""required_values"":[],""acceptable_evidence_units"":[],""expected_status"":""unsupported""}]",,,
25,dnf_seria_shop,table_attribute,"마일리지샵 2026 시즌4의 향상된 럭키 박스 3단계 가격, 구매 조건, 거래 타입은 뭐였어?",full_answer,마일리지샵 2026 시즌 4,https://df.nexon.com/community/news/seriashop/613,"[{""requirement_id"":""price"",""subject"":""향상된 럭키 박스 3단계"",""relation"":""price"",""value_type"":""currency"",""required_values"":[{""amount"":150,""unit"":""M""}],""acceptable_evidence_units"":[{""document_id"":""document_sha256_36d8bd6b5e6299b9b2afb7abf04e0603e73d435743987bfeeeaac5474bd3013a"",""chunk_id"":""chunk_sha256_ab1acd6a019e1d2f224f6c68b9bcb272deb1de7e8b105d4ec7210536ec01af1f"",""start_char"":92,""end_char"":330,""text"":""| 아이템명 | [M] 향상된 럭키 박스 (1 단계 ) | [M] 향상된 럭키 박스 (2 단계 ) | [M] 향상된 럭키 박스 (3 단계 ) |\n| 아이콘 | | | |\n| 가격 | 100M | 120M | 150M |\n| 구매제한 | 하루 1 개 구매 가능 | 하루 1 개 구매 가능 1 단계 구매 후 구매 가능 | 하루 1 개 구매 가능 2 단계 구매 후 구매 가능 |\n| 거래타입 | 계정귀속 | 계정귀속 | 계정귀속 |"",""source_id"":""dnf_seria_shop"",""title"":""마일리지샵 2026 시즌 4"",""canonical_url"":""https://df.nexon.com/community/news/seriashop/613"",""document_status"":""expired""}],""expected_status"":""supported""},{""requirement_id"":""purchase_condition"",""subject"":""향상된 럭키 박스 3단계"",""relation"":""purchase_condition"",""value_type"":""text"",""required_values"":[""하루 1개 구매 가능, 2단계 구매 후 구매 가능""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_36d8bd6b5e6299b9b2afb7abf04e0603e73d435743987bfeeeaac5474bd3013a"",""chunk_id"":""chunk_sha256_ab1acd6a019e1d2f224f6c68b9bcb272deb1de7e8b105d4ec7210536ec01af1f"",""start_char"":92,""end_char"":330,""text"":""| 아이템명 | [M] 향상된 럭키 박스 (1 단계 ) | [M] 향상된 럭키 박스 (2 단계 ) | [M] 향상된 럭키 박스 (3 단계 ) |\n| 아이콘 | | | |\n| 가격 | 100M | 120M | 150M |\n| 구매제한 | 하루 1 개 구매 가능 | 하루 1 개 구매 가능 1 단계 구매 후 구매 가능 | 하루 1 개 구매 가능 2 단계 구매 후 구매 가능 |\n| 거래타입 | 계정귀속 | 계정귀속 | 계정귀속 |"",""source_id"":""dnf_seria_shop"",""title"":""마일리지샵 2026 시즌 4"",""canonical_url"":""https://df.nexon.com/community/news/seriashop/613"",""document_status"":""expired""}],""expected_status"":""supported""},{""requirement_id"":""trade_type"",""subject"":""향상된 럭키 박스 3단계"",""relation"":""trade_type"",""value_type"":""enum"",""required_values"":[""계정귀속""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_36d8bd6b5e6299b9b2afb7abf04e0603e73d435743987bfeeeaac5474bd3013a"",""chunk_id"":""chunk_sha256_ab1acd6a019e1d2f224f6c68b9bcb272deb1de7e8b105d4ec7210536ec01af1f"",""start_char"":92,""end_char"":330,""text"":""| 아이템명 | [M] 향상된 럭키 박스 (1 단계 ) | [M] 향상된 럭키 박스 (2 단계 ) | [M] 향상된 럭키 박스 (3 단계 ) |\n| 아이콘 | | | |\n| 가격 | 100M | 120M | 150M |\n| 구매제한 | 하루 1 개 구매 가능 | 하루 1 개 구매 가능 1 단계 구매 후 구매 가능 | 하루 1 개 구매 가능 2 단계 구매 후 구매 가능 |\n| 거래타입 | 계정귀속 | 계정귀속 | 계정귀속 |"",""source_id"":""dnf_seria_shop"",""title"":""마일리지샵 2026 시즌 4"",""canonical_url"":""https://df.nexon.com/community/news/seriashop/613"",""document_status"":""expired""}],""expected_status"":""supported""}]",,,
26,dnf_seria_shop,temporal_role,2026 아라드패스 꿈 속의 던토피아 아바타 콤보 상자의 판매 기간과 일괄 삭제 시각은 언제였어?,full_answer,2026 아라드패스 꿈 속의 던토피아 아바타 콤보 상자,https://df.nexon.com/community/news/seriashop/614,"[{""requirement_id"":""sale_period"",""subject"":""2026 아라드패스 꿈 속의 던토피아 아바타 콤보 상자"",""relation"":""sale_period"",""value_type"":""date_range"",""required_values"":[""2026-04-09"",""2026-06-04""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_38f2599b2f08b91fa006b2cf1aababe79b138043206104e4ac06893fc2e615d2"",""chunk_id"":""chunk_sha256_689f4f387f41b3cdf590ac997497c91f78167f962811d0755ff3771ecd635796"",""start_char"":200,""end_char"":284,""text"":""- 2026 년 04 월 09 일 점검 후부터 2026 년 06 월 04일 점검 전까지 세라샵 > 패키지 > 전체 카테고리에서 만나보실 수 있습니다 ."",""source_id"":""dnf_seria_shop"",""title"":""2026 아라드패스 꿈 속의 던토피아 아바타 콤보 상자"",""canonical_url"":""https://df.nexon.com/community/news/seriashop/614"",""document_status"":""expired""}],""expected_status"":""supported""},{""requirement_id"":""deletion_at"",""subject"":""2026 아라드패스 꿈 속의 던토피아 아바타 콤보 상자 및 구성품"",""relation"":""deletion_at"",""value_type"":""datetime"",""required_values"":[""2026-06-04T06:00:00+09:00""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_38f2599b2f08b91fa006b2cf1aababe79b138043206104e4ac06893fc2e615d2"",""chunk_id"":""chunk_sha256_689f4f387f41b3cdf590ac997497c91f78167f962811d0755ff3771ecd635796"",""start_char"":285,""end_char"":354,""text"":""- 2026 아라드 패스 꿈 속의 던토피아 아바타 콤보 상자 및 구성 품은 2026년 06월 04일 06시 일괄 삭제됩니다."",""source_id"":""dnf_seria_shop"",""title"":""2026 아라드패스 꿈 속의 던토피아 아바타 콤보 상자"",""canonical_url"":""https://df.nexon.com/community/news/seriashop/614"",""document_status"":""expired""}],""expected_status"":""supported""}]",,,
27,dnf_seria_shop,multi_requirement,2026 DNF 폴리스 아바타 콤보 상자의 가격과 구매 시 받는 두 상자는 뭐였어?,full_answer,2026 DNF 폴리스 아바타 콤보 상자,https://df.nexon.com/community/news/seriashop/603,"[{""requirement_id"":""price"",""subject"":""2026 DNF 폴리스 아바타 콤보 상자"",""relation"":""price"",""value_type"":""currency"",""required_values"":[{""amount"":12900,""unit"":""세라""}],""acceptable_evidence_units"":[{""document_id"":""document_sha256_1cb39a49ac1f7fa456bb57dc51d3ef9e3c5b9d9e137054a5d3d5e2e3d9413dc5"",""chunk_id"":""chunk_sha256_58616d57520cb9854af309342380095243ba4195f106c108cd717670490aae5d"",""start_char"":25,""end_char"":47,""text"":""- 교환가능 아이템 : 12,900 세라"",""source_id"":""dnf_seria_shop"",""title"":""2026 DNF 폴리스 아바타 콤보 상자"",""canonical_url"":""https://df.nexon.com/community/news/seriashop/603"",""document_status"":""expired""}],""expected_status"":""supported""},{""requirement_id"":""included_boxes"",""subject"":""2026 DNF 폴리스 아바타 콤보 상자"",""relation"":""included_boxes"",""value_type"":""entity_list"",""required_values"":[""2026 DNF 폴리스 아바타 풀세트 상자"",""2026 DNF 폴리스 보너스 상자""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_1cb39a49ac1f7fa456bb57dc51d3ef9e3c5b9d9e137054a5d3d5e2e3d9413dc5"",""chunk_id"":""chunk_sha256_58616d57520cb9854af309342380095243ba4195f106c108cd717670490aae5d"",""start_char"":48,""end_char"":125,""text"":""- 아바타 콤보 상자 구매 시 , 2026 DNF 폴리스 아바타 풀세트 상자 와 2026 DNF 폴리스 보너스 상자 를 얻을 수 있습니다."",""source_id"":""dnf_seria_shop"",""title"":""2026 DNF 폴리스 아바타 콤보 상자"",""canonical_url"":""https://df.nexon.com/community/news/seriashop/603"",""document_status"":""expired""}],""expected_status"":""supported""}]",,,
