slot_ordinal,slot_id,source_id,primary_dimension,candidate_id,question_text,as_of,time_scope,expected_response_mode,primary_document_title,primary_document_url,requirements_json,parent_overlap_exception_reason,author_status,review_status,reviewer_id,reviewed_at,review_rationale,execution_allowed,training_allowed
11,typed_generalization_slot_sha256_73d4c8f119a07e7fbdb10da2b513158f5ecfd4da8cac37f4c1a18837215100d5,dnf_update,sibling_relation,typed_generalization_candidate_sha256_ac2b0ea717e6bd15ab77e2e19758ef2f750113cbfdb8996fb6ca71a7cb7e4cad,7월 9일 최적화 업데이트에서 던전 플레이 메모리와 DirectX11 메모리는 각각 어떻게 바뀌었어?,2026-07-17,current,full_answer,7/9(목) 정기점검 업데이트 안내,https://df.nexon.com/community/news/update/2927913,"[{""requirement_id"":""dungeon_memory"",""subject"":""던전 플레이 메모리 사용량"",""relation"":""change"",""value_type"":""enum"",""required_values"":[""감소""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_d87ef4a96a0ca6cf4d658f37860b6d9f57347d0fb4743f03bb34907610692c97"",""chunk_id"":""chunk_sha256_335e912feb7afd35d6f84f0f577b90bb62358201bedde54ff8784877dd910085"",""start_char"":75,""end_char"":116,""text"":""던전 플레이 과정에서 발생하는 일부 비정상적인 메모리 사용량이 감소합니다."",""source_id"":""dnf_update"",""title"":""7/9(목) 정기점검 업데이트 안내"",""canonical_url"":""https://df.nexon.com/community/news/update/2927913"",""document_status"":""current""}],""expected_status"":""supported""},{""requirement_id"":""dx11_memory"",""subject"":""DirectX11 메모리 사용량 문제"",""relation"":""change"",""value_type"":""enum"",""required_values"":[""수정""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_d87ef4a96a0ca6cf4d658f37860b6d9f57347d0fb4743f03bb34907610692c97"",""chunk_id"":""chunk_sha256_335e912feb7afd35d6f84f0f577b90bb62358201bedde54ff8784877dd910085"",""start_char"":123,""end_char"":172,""text"":""DirectX11 이용 시 DirectX9 대비 메모리 사용량이 높은 현상이 수정됩니다."",""source_id"":""dnf_update"",""title"":""7/9(목) 정기점검 업데이트 안내"",""canonical_url"":""https://df.nexon.com/community/news/update/2927913"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
12,typed_generalization_slot_sha256_76ba4e73441260531de78aaf3341ccac408477a7d89f2647345167e27bb066ba,dnf_update,multi_requirement,typed_generalization_candidate_sha256_ec1f2fd8f2807f8a29c487636e109a0526b948715d26f3cbbfb7b06354b7702f,5월 28일 업데이트의 태초 소울 1개 상자는 광휘의 잔영 몇 개였고 월 구매 제한은 몇 회였어?,2026-07-17,current,full_answer,5/28(목) 정기점검 업데이트 안내,https://df.nexon.com/community/news/update/2927522,"[{""requirement_id"":""price"",""subject"":""태초 소울 1개 상자"",""relation"":""price"",""value_type"":""currency"",""required_values"":[{""amount"":120,""unit"":""광휘의 잔영""}],""acceptable_evidence_units"":[{""document_id"":""document_sha256_c647b13a7bdc33cea37f58a83827337fb410cc4cd6530cc1f24e02b0e900ccb3"",""chunk_id"":""chunk_sha256_5b284aab49ae09f84883bf38acc9de2319359bd728b9c49d10ee171224679f3b"",""start_char"":231,""end_char"":360,""text"":""| 태초 소울 1개 상자 | 사용 시 태초 소울 1개를 획득할 수 있습니다. <구매 가능 횟수> - 월 4회 남은 구매 횟수는 최대 4회까지 다음달로 이월되어 적용됩니다. | 교환불가 | 광휘의 잔영 120개 | 계정당 월 4회 |"",""source_id"":""dnf_update"",""title"":""5/28(목) 정기점검 업데이트 안내"",""canonical_url"":""https://df.nexon.com/community/news/update/2927522"",""document_status"":""current""}],""expected_status"":""supported""},{""requirement_id"":""monthly_limit"",""subject"":""태초 소울 1개 상자"",""relation"":""purchase_limit"",""value_type"":""number"",""required_values"":[4],""acceptable_evidence_units"":[{""document_id"":""document_sha256_c647b13a7bdc33cea37f58a83827337fb410cc4cd6530cc1f24e02b0e900ccb3"",""chunk_id"":""chunk_sha256_5b284aab49ae09f84883bf38acc9de2319359bd728b9c49d10ee171224679f3b"",""start_char"":231,""end_char"":360,""text"":""| 태초 소울 1개 상자 | 사용 시 태초 소울 1개를 획득할 수 있습니다. <구매 가능 횟수> - 월 4회 남은 구매 횟수는 최대 4회까지 다음달로 이월되어 적용됩니다. | 교환불가 | 광휘의 잔영 120개 | 계정당 월 4회 |"",""source_id"":""dnf_update"",""title"":""5/28(목) 정기점검 업데이트 안내"",""canonical_url"":""https://df.nexon.com/community/news/update/2927522"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
13,typed_generalization_slot_sha256_240ee3b26ea51d61e67a1fe55fd1bad549f5b01c80511dfa91a77ecaa3e174aa,dnf_update,table_attribute,typed_generalization_candidate_sha256_36d66adbf05c9b433f59e8ef702bb0f79ee3f55ccbcd4480fc057fa38812fd29,5월 28일 업데이트에서 광휘의 잔영의 거래 타입은 뭐였어?,2026-07-17,current,full_answer,5/28(목) 정기점검 업데이트 안내,https://df.nexon.com/community/news/update/2927522,"[{""requirement_id"":""trade_type"",""subject"":""광휘의 잔영"",""relation"":""trade_type"",""value_type"":""enum"",""required_values"":[""교환불가""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_c647b13a7bdc33cea37f58a83827337fb410cc4cd6530cc1f24e02b0e900ccb3"",""chunk_id"":""chunk_sha256_d658e65e92811f98db96a65677a0a0c05bc4bb4579210e1fcf1b68fbb93c808d"",""start_char"":166,""end_char"":288,""text"":""| 광휘의 잔영 | NPC 켈돈 자비 상점에서 다음 아이템 구매에 사용합니다. 태초 광휘의 의지 태초 소울 1개 상자 에픽 소울 1개 상자 영롱한 조율의 추 1개 상자 광휘의 잔영 1개 상자 (계정귀속) | 교환불가 |"",""source_id"":""dnf_update"",""title"":""5/28(목) 정기점검 업데이트 안내"",""canonical_url"":""https://df.nexon.com/community/news/update/2927522"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
14,typed_generalization_slot_sha256_958b41f16c8f0f9856f09fa67b0fda877d5364ea60c3227541238c586a36ce6a,dnf_update,revision_selection,typed_generalization_candidate_sha256_561505b9e735e3d0cbd855942f88bc1bc3ddff6bdbd2a25a2190b7b8a9f1fc0b,시즌 11 Act 1 업데이트 공지는 어느 날짜 점검에 적용된다고 했어?,2026-07-17,historical,full_answer,시즌 11 Act 1. 아포칼립스 : 안티엔바이,https://df.nexon.com/community/news/update/2927122,"[{""requirement_id"":""effective_date"",""subject"":""시즌 11 Act 1"",""relation"":""effective_at"",""value_type"":""date"",""required_values"":[""2026-04-23""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_c0f6428523ffb1bd849fe30fb4d4721315f5c0605f495da9c70c33b0ce2a7f23"",""chunk_id"":""chunk_sha256_96764b73086b7d3e7439fdd4e5113025a0c57a427e260260817d0516bd96a4a1"",""start_char"":79,""end_char"":102,""text"":""4/23(목) 점검 중 업데이트 되는 내용"",""source_id"":""dnf_update"",""title"":""시즌 11 Act 1. 아포칼립스 : 안티엔바이"",""canonical_url"":""https://df.nexon.com/community/news/update/2927122"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
15,typed_generalization_slot_sha256_61d6a105236e599b4d39edce90ba8f5a5e3396fc5e3cde3f6493e2528866719b,dnf_update,unsupported_or_partial,typed_generalization_candidate_sha256_638ee7ae9476a516db4f4e7c5ef371d5e3cbc23d7603fcafb53eb68fde465921,7월 9일 업데이트에서 DirectX11 메모리 문제의 수정 여부와 메모리 사용량 감소율을 알려줘.,2026-07-17,current,partial_answer,7/9(목) 정기점검 업데이트 안내,https://df.nexon.com/community/news/update/2927913,"[{""requirement_id"":""fixed"",""subject"":""DirectX11 높은 메모리 사용량"",""relation"":""is_fixed"",""value_type"":""boolean"",""required_values"":[true],""acceptable_evidence_units"":[{""document_id"":""document_sha256_d87ef4a96a0ca6cf4d658f37860b6d9f57347d0fb4743f03bb34907610692c97"",""chunk_id"":""chunk_sha256_335e912feb7afd35d6f84f0f577b90bb62358201bedde54ff8784877dd910085"",""start_char"":123,""end_char"":172,""text"":""DirectX11 이용 시 DirectX9 대비 메모리 사용량이 높은 현상이 수정됩니다."",""source_id"":""dnf_update"",""title"":""7/9(목) 정기점검 업데이트 안내"",""canonical_url"":""https://df.nexon.com/community/news/update/2927913"",""document_status"":""current""}],""expected_status"":""supported""},{""requirement_id"":""reduction_percentage"",""subject"":""DirectX11 메모리 사용량"",""relation"":""reduction_percentage"",""value_type"":""percentage"",""required_values"":[],""acceptable_evidence_units"":[],""expected_status"":""unsupported""}]",,draft_complete_pending_human_review,pending,,,,false,false
16,typed_generalization_slot_sha256_86b9ae1a89aeb1a7993e9ac6e1be403a535d542370df764011419f0b176085ac,dnf_update,direct_fact,typed_generalization_candidate_sha256_6dcc11b20877211f1ab5fb349cbe293a682ea5a12adcdbb05607f2b3f1aae994,7월 9일 업데이트에서 디레지에 레이드 입장 시 무엇이 개선됐어?,2026-07-17,current,full_answer,7/9(목) 정기점검 업데이트 안내,https://df.nexon.com/community/news/update/2927913,"[{""requirement_id"":""improvement"",""subject"":""디레지에 레이드 던전 입장"",""relation"":""improvement"",""value_type"":""text"",""required_values"":[""로딩 속도""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_d87ef4a96a0ca6cf4d658f37860b6d9f57347d0fb4743f03bb34907610692c97"",""chunk_id"":""chunk_sha256_335e912feb7afd35d6f84f0f577b90bb62358201bedde54ff8784877dd910085"",""start_char"":173,""end_char"":206,""text"":""디레지에 레이드 - 던전 입장 시의 로딩 속도가 개선됩니다."",""source_id"":""dnf_update"",""title"":""7/9(목) 정기점검 업데이트 안내"",""canonical_url"":""https://df.nexon.com/community/news/update/2927913"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
17,typed_generalization_slot_sha256_30ecb60e07c31df31ff818ec26da63d2a71b6f5f845a69fd35ba36d09300cd6d,dnf_event,temporal_role,typed_generalization_candidate_sha256_90f907993c093ba4d8eff9e110262f82c4e0a1c2c1b9f60c1f4de72ab41a15b5,미라클의 해양 탐구 생활 이벤트 기간은 언제부터 언제까지야?,2026-07-17,current,full_answer,미라클의 해양 탐구 생활,https://df.nexon.com/pg/oceanmiracle,"[{""requirement_id"":""event_period"",""subject"":""미라클의 해양 탐구 생활"",""relation"":""event_period"",""value_type"":""date_range"",""required_values"":[""2026-06-04"",""2026-08-27""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_4f1c89ac2c57984bf9961dcc5a91510608ce28559bb2325c830c2f8040c31a09"",""chunk_id"":""chunk_sha256_7d5d83b9c76f6df1a7dd1ad6b63725aa5f3ab83080ebc847768182660bf1688a"",""start_char"":32,""end_char"":77,""text"":""이벤트 기간 : 2026년 6월 4일(목) 점검 후 ~ 8월 27일(목) 점검 전"",""source_id"":""dnf_event"",""title"":""미라클의 해양 탐구 생활"",""canonical_url"":""https://df.nexon.com/pg/oceanmiracle"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
18,typed_generalization_slot_sha256_dd01e4b61a06eb7dc97b95e4008cc2755a160b1d651e4adf2e6b3ba425a89e15,dnf_event,boolean_direction,typed_generalization_candidate_sha256_7826adf92cf4f46e6699a6695fa4e49ee4b3ce5d8e5a755bd62957b6e3c6bf65,썸머 블라썸의 여름을 부탁해 이벤트 효과는 결투장에도 적용돼?,2026-07-17,current,full_answer,썸머 블라썸의 여름을 부탁해!,https://df.nexon.com/pg/summerblossom,"[{""requirement_id"":""applies_to_arena"",""subject"":""썸머 블라썸 이벤트 효과"",""relation"":""applies_to_duel_arena"",""value_type"":""boolean"",""required_values"":[false],""acceptable_evidence_units"":[{""document_id"":""document_sha256_92884bf5b5d46d212a6f4f689f35d17c4654efc1d4c39c70b3e3505a16420689"",""chunk_id"":""chunk_sha256_f04ee395ae2417eab788807cfee1a6189c79acd2b12dd81360d5b40dd056eb37"",""start_char"":274,""end_char"":335,""text"":""결투장/위업의 기억/해방된 흉몽 챌린지/월드보스 : 감염지/디레지에 레이드/아포칼립스에서는 적용되지 않습니다."",""source_id"":""dnf_event"",""title"":""썸머 블라썸의 여름을 부탁해!"",""canonical_url"":""https://df.nexon.com/pg/summerblossom"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
19,typed_generalization_slot_sha256_69bd87f0ee515ad16e1e38ab6474b1f90375dd22466aa2d0593efc7cb0210920,dnf_event,sibling_relation,typed_generalization_candidate_sha256_2b4e7b992d94851f2f503ee5b10654e8476bd95b04dfb489bc5af5fe3897773f,썸머 특제 피로도 30 회복의 비약은 1회차와 7회차에 각각 얼마였어?,2026-07-17,current,full_answer,썸머 특제 피로도 30 회복의 비약,https://df.nexon.com/community/news/seriashop/626,"[{""requirement_id"":""first_purchase_price"",""subject"":""[세라샵]2026 썸머 특제 피로도 30 회복의 비약 NO.1"",""relation"":""price"",""value_type"":""currency"",""required_values"":[{""amount"":500,""unit"":""세라""}],""acceptable_evidence_units"":[{""document_id"":""document_sha256_6bc3e01a673d4f734721e1291a8f5efff8e55e90114fd57981b5b73226afe888"",""chunk_id"":""chunk_sha256_94379e20d73b98a29c63d351a0ed78a8551675f120ad178f57a1598091933f19"",""start_char"":701,""end_char"":755,""text"":""| 1회차 | | [세라샵]2026 썸머 특제 피로도 30 회복의 비약 NO.1 | 500세라 |"",""source_id"":""dnf_event"",""title"":""썸머 특제 피로도 30 회복의 비약"",""canonical_url"":""https://df.nexon.com/community/news/seriashop/626"",""document_status"":""current""}],""expected_status"":""supported""},{""requirement_id"":""seventh_purchase_price"",""subject"":""[세라샵]2026 썸머 특제 피로도 30 회복의 비약 NO.7"",""relation"":""price"",""value_type"":""currency"",""required_values"":[{""amount"":2000,""unit"":""세라""}],""acceptable_evidence_units"":[{""document_id"":""document_sha256_6bc3e01a673d4f734721e1291a8f5efff8e55e90114fd57981b5b73226afe888"",""chunk_id"":""chunk_sha256_94379e20d73b98a29c63d351a0ed78a8551675f120ad178f57a1598091933f19"",""start_char"":1039,""end_char"":1095,""text"":""| 7회차 | | [세라샵]2026 썸머 특제 피로도 30 회복의 비약 NO.7 | 2,000세라 |"",""source_id"":""dnf_event"",""title"":""썸머 특제 피로도 30 회복의 비약"",""canonical_url"":""https://df.nexon.com/community/news/seriashop/626"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
20,typed_generalization_slot_sha256_238d40b992a8bfe9d914f2e201cf5c74fcfef15ac9d9856243632ca33bc3fdfd,dnf_event,multi_requirement,typed_generalization_candidate_sha256_98ad19886a239f57d4e4252af48e97a041710db09d209431d8f6632cd54945bb,"미카엘라 프리뷰 방송은 언제 열리고, 어디에서 볼 수 있어?",2026-07-17,current,full_answer,미카엘라 프리뷰 방송 안내,https://df.nexon.com/pg/michaelapreviewlive,"[{""requirement_id"":""broadcast_at"",""subject"":""미카엘라 프리뷰 방송"",""relation"":""broadcast_at"",""value_type"":""datetime"",""required_values"":[""2026-07-25T19:00:00+09:00""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_8778ae28b6314bfa635fe5d28630b58ba0c3069571b18e4673b0f2c5ba3cc499"",""chunk_id"":""chunk_sha256_f68c78778cef502069076dcf5a8935ca5145018198a723a2c892d0ae7f09e64f"",""start_char"":117,""end_char"":138,""text"":""2026년 7월 25일(토) 오후 7시"",""source_id"":""dnf_event"",""title"":""미카엘라 프리뷰 방송 안내"",""canonical_url"":""https://df.nexon.com/pg/michaelapreviewlive"",""document_status"":""current""}],""expected_status"":""supported""},{""requirement_id"":""channels"",""subject"":""미카엘라 프리뷰 방송"",""relation"":""broadcast_channels"",""value_type"":""entity_list"",""required_values"":[""넥슨 라이브"",""던파TV""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_8778ae28b6314bfa635fe5d28630b58ba0c3069571b18e4673b0f2c5ba3cc499"",""chunk_id"":""chunk_sha256_f68c78778cef502069076dcf5a8935ca5145018198a723a2c892d0ae7f09e64f"",""start_char"":139,""end_char"":145,""text"":""넥슨 라이브"",""source_id"":""dnf_event"",""title"":""미카엘라 프리뷰 방송 안내"",""canonical_url"":""https://df.nexon.com/pg/michaelapreviewlive"",""document_status"":""current""},{""document_id"":""document_sha256_8778ae28b6314bfa635fe5d28630b58ba0c3069571b18e4673b0f2c5ba3cc499"",""chunk_id"":""chunk_sha256_56afe98d2c5e858fa24274290350f47eb3f7e7328217246f2a2eaeaff6a378c1"",""start_char"":75,""end_char"":103,""text"":""YouTube 던파TV 채널에서도 동시 송출됩니다."",""source_id"":""dnf_event"",""title"":""미카엘라 프리뷰 방송 안내"",""canonical_url"":""https://df.nexon.com/pg/michaelapreviewlive"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
21,typed_generalization_slot_sha256_f691db63f3b751b259b4318944499b50cec53ac9c2ac502e288a327b1f6315a2,dnf_event,table_attribute,typed_generalization_candidate_sha256_ff33ae9e3f8d9c8929930e7a3aea8e436c27575f4763951fe5aee07d3adbad84,파도 X 폭권 패키지의 '운명을 담는 재단사 플래티넘'은 공격력과 버프력을 각각 몇 퍼센트 증폭해?,2026-07-17,current,full_answer,파도 X 폭권 패키지,https://df.nexon.com/pg/newcharacterpkg,"[{""requirement_id"":""attack_amplification"",""subject"":""운명을 담는 재단사 플래티넘"",""relation"":""attack_amplification"",""value_type"":""percentage"",""required_values"":[40],""acceptable_evidence_units"":[{""document_id"":""document_sha256_11a284ad25122986b71b171ec6835c67d08383dbe6f9d6c283c385f28761ee1c"",""chunk_id"":""chunk_sha256_3e856093aac7d3dcec46077118c9abfec39446512ae0f4b2fe66ca2a34edca9c"",""start_char"":91,""end_char"":114,""text"":""공격력 증폭 +40% 버프력 증폭 +10%"",""source_id"":""dnf_event"",""title"":""파도 X 폭권 패키지"",""canonical_url"":""https://df.nexon.com/pg/newcharacterpkg"",""document_status"":""current""}],""expected_status"":""supported""},{""requirement_id"":""buff_amplification"",""subject"":""운명을 담는 재단사 플래티넘"",""relation"":""buff_amplification"",""value_type"":""percentage"",""required_values"":[10],""acceptable_evidence_units"":[{""document_id"":""document_sha256_11a284ad25122986b71b171ec6835c67d08383dbe6f9d6c283c385f28761ee1c"",""chunk_id"":""chunk_sha256_3e856093aac7d3dcec46077118c9abfec39446512ae0f4b2fe66ca2a34edca9c"",""start_char"":91,""end_char"":114,""text"":""공격력 증폭 +40% 버프력 증폭 +10%"",""source_id"":""dnf_event"",""title"":""파도 X 폭권 패키지"",""canonical_url"":""https://df.nexon.com/pg/newcharacterpkg"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
22,typed_generalization_slot_sha256_cc7ef7b211a8ec674805f1c2d0da7ed92be6ae4aa0068ce4ef36a2a25c24fe73,dnf_event,revision_selection,typed_generalization_candidate_sha256_bfee75b28842c9492abea8cc109f0122df60239377191ce633939039ef303a5e,2026 나비 무도회 패키지에 포함되는 직업 아바타는 어느 날짜의 라이브 서버 업데이트를 기준으로 했어?,2026-07-17,historical,full_answer,2026 나비 무도회 아바타 콤보 상자,https://df.nexon.com/pg/butterflycombo,"[{""requirement_id"":""class_cutoff"",""subject"":""2026 나비 무도회 직업 아바타"",""relation"":""revision_cutoff"",""value_type"":""date"",""required_values"":[""2026-05-28""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_cbeaaf6d5b556092fd18380197f10416577450f6b11322159f05d329d2dbb888"",""chunk_id"":""chunk_sha256_e527addc3710ba55549bfff64efbe7f3bcf5c8b5d0b1f04730e5998d11032a04"",""start_char"":124,""end_char"":168,""text"":""2026년 5월 28일 기준 라이브 서버 업데이트가 완료된 직업의 아바타만 포함"",""source_id"":""dnf_event"",""title"":""2026 나비 무도회 아바타 콤보 상자"",""canonical_url"":""https://df.nexon.com/pg/butterflycombo"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
23,typed_generalization_slot_sha256_46827c948ccfe766760e5112008079fe3060271ad23f605fa1110b84d1bc1258,dnf_event,unsupported_or_partial,typed_generalization_candidate_sha256_caef1c1023e3bc45eaeb52552c8babbe641c475589c581a2fe2b020156e29461,"넥플과 함께! 뉴 페이스! 핫 썸머! 이벤트 퀘스트 보상은 계정당 몇 번 받을 수 있고, 남은 보상 재고는 몇 개야?",2026-07-17,current,partial_answer,넥플과 함께! 뉴 페이스! 핫 썸머!,https://df.nexon.com/pr/newfacewithnxp,"[{""requirement_id"":""account_limit"",""subject"":""이벤트 퀘스트 보상"",""relation"":""account_receive_limit"",""value_type"":""number"",""required_values"":[1],""acceptable_evidence_units"":[{""document_id"":""document_sha256_be8b6779be9c6e78e5ea8d77c6b03a6d35b5d6ce2dcf98f44ee21dd969020850"",""chunk_id"":""chunk_sha256_8e081d606fa59adea88d30cdd7f17ed14ca5ba031b674c7d39e459f6b4f0c603"",""start_char"":60,""end_char"":99,""text"":""이벤트 퀘스트 보상은 넥슨플레이에서 각 계정당 1회 받을 수 있습니다."",""source_id"":""dnf_event"",""title"":""넥플과 함께! 뉴 페이스! 핫 썸머!"",""canonical_url"":""https://df.nexon.com/pr/newfacewithnxp"",""document_status"":""current""}],""expected_status"":""supported""},{""requirement_id"":""remaining_stock"",""subject"":""이벤트 퀘스트 보상"",""relation"":""remaining_stock"",""value_type"":""number"",""required_values"":[],""acceptable_evidence_units"":[],""expected_status"":""unsupported""}]",,draft_complete_pending_human_review,pending,,,,false,false
24,typed_generalization_slot_sha256_c7be6d3848723081cd5a790effb47cdda62345637d466895ad40a22ad9be09fc,dnf_event,direct_fact,typed_generalization_candidate_sha256_48b2eeba4b626a2611fde12ee0fcd1aea78122292bdfce0a3368ee676560735f,제국기사 X 인파이터(여) 특별 선물 쿠폰은 계정당 몇 번 입력할 수 있어?,2026-07-17,current,full_answer,제국기사 X 인파이터(여) 특별 선물,https://df.nexon.com/pr/2026newchargift,"[{""requirement_id"":""coupon_limit"",""subject"":""제국기사 X 인파이터(여) 특별 선물 쿠폰"",""relation"":""account_input_limit"",""value_type"":""number"",""required_values"":[1],""acceptable_evidence_units"":[{""document_id"":""document_sha256_6c614e368d890558c7107d6c26d82ef08958bea78fbc3766b565a78e0b2bc048"",""chunk_id"":""chunk_sha256_9c22ce283a3b486e969e909ef7686caad4c3f10a8febcb568b81feb6e2d996c8"",""start_char"":6,""end_char"":26,""text"":""쿠폰은 계정당 1회 입력 가능합니다."",""source_id"":""dnf_event"",""title"":""제국기사 X 인파이터(여) 특별 선물"",""canonical_url"":""https://df.nexon.com/pr/2026newchargift"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
25,typed_generalization_slot_sha256_705399c0161eeaa1b6155895af0d18b3148cd349947acfe5b1256165f6ddb774,dnf_game_guide,temporal_role,typed_generalization_candidate_sha256_8dd2da1c56027b34b1da8523cabc4dd458f1aa3aa5d16acf1d049b9ada118b9f,트레이드 가이드는 언제 업데이트됐어?,2026-07-17,current,full_answer,트레이드,https://df.nexon.com/guide?no=1286,"[{""requirement_id"":""guide_updated_at"",""subject"":""트레이드 가이드"",""relation"":""updated_at"",""value_type"":""date"",""required_values"":[""2026-01-05""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_15bd7d49ee6067b02b600bb64ea81bf9e9272b5c70820eb819bcf224cde1942a"",""chunk_id"":""chunk_sha256_10bd08402e9be2679be178b8422de4d86ae8856ff317923762d10e29112a661b"",""start_char"":584,""end_char"":613,""text"":""이 문서는 2026-01-05에 업데이트 되었습니다."",""source_id"":""dnf_game_guide"",""title"":""트레이드"",""canonical_url"":""https://df.nexon.com/guide?no=1286"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
26,typed_generalization_slot_sha256_cf2ff0a544c36ad4251a0741b4188ccd83a0c50770053e3260b6e858f0e5dee8,dnf_game_guide,boolean_direction,typed_generalization_candidate_sha256_66e2a969047c8f0abf5689abf00e31cad890b98895c14e40d2cff6ac8290e2a1,다른 채널에 접속한 캐릭터에게 트레이드를 신청할 수 있어?,2026-07-17,current,full_answer,트레이드,https://df.nexon.com/guide?no=1286,"[{""requirement_id"":""cross_channel_trade"",""subject"":""트레이드"",""relation"":""can_request_cross_channel"",""value_type"":""boolean"",""required_values"":[false],""acceptable_evidence_units"":[{""document_id"":""document_sha256_15bd7d49ee6067b02b600bb64ea81bf9e9272b5c70820eb819bcf224cde1942a"",""chunk_id"":""chunk_sha256_10bd08402e9be2679be178b8422de4d86ae8856ff317923762d10e29112a661b"",""start_char"":47,""end_char"":82,""text"":""다른 채널에 접속한 캐릭터에게는 트레이드를 신청할 수 없습니다."",""source_id"":""dnf_game_guide"",""title"":""트레이드"",""canonical_url"":""https://df.nexon.com/guide?no=1286"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
27,typed_generalization_slot_sha256_ab89c1b62c075cfbc48b8e19f7df36c5d2030ec78f9657a5d49025a5b9c7311b,dnf_game_guide,sibling_relation,typed_generalization_candidate_sha256_5e58057b2ebe83f3a2fb3ae654e173cce98d167b82e1acedede901809e85f21e,트레이드 기본 수수료와 장비류 아이템의 추가 수수료는 각각 몇 퍼센트야?,2026-07-17,current,full_answer,트레이드,https://df.nexon.com/guide?no=1286,"[{""requirement_id"":""base_fee"",""subject"":""트레이드"",""relation"":""base_fee"",""value_type"":""percentage"",""required_values"":[3],""acceptable_evidence_units"":[{""document_id"":""document_sha256_15bd7d49ee6067b02b600bb64ea81bf9e9272b5c70820eb819bcf224cde1942a"",""chunk_id"":""chunk_sha256_062cf0c88225fa6fb860cd0cb4a38b2adce8b4a8560d1cf70f01eb0298742463"",""start_char"":48,""end_char"":72,""text"":""트레이드 시에는 3%의 수수료가 부과됩니다."",""source_id"":""dnf_game_guide"",""title"":""트레이드"",""canonical_url"":""https://df.nexon.com/guide?no=1286"",""document_status"":""current""}],""expected_status"":""supported""},{""requirement_id"":""equipment_extra_fee"",""subject"":""장비류 아이템 트레이드"",""relation"":""additional_fee"",""value_type"":""percentage"",""required_values"":[2],""acceptable_evidence_units"":[{""document_id"":""document_sha256_15bd7d49ee6067b02b600bb64ea81bf9e9272b5c70820eb819bcf224cde1942a"",""chunk_id"":""chunk_sha256_062cf0c88225fa6fb860cd0cb4a38b2adce8b4a8560d1cf70f01eb0298742463"",""start_char"":83,""end_char"":122,""text"":""장비류 아이템인 경우에는 2%의 수수료가 추가로 부과됩니다.(총 5%)"",""source_id"":""dnf_game_guide"",""title"":""트레이드"",""canonical_url"":""https://df.nexon.com/guide?no=1286"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
